id,aclength,intplan,dataplan,datagb,ommin,omcall,otmin,otcall,ngmin,ngcall,imin,icall,cuscall,churn
415-2260,62,0,0,0,216.1,71,147.6,69,44.3,11,11.8,6,2,1
386-5266,101,0,0,0,115.2,64,129.7,83,23.3,10,4.8,2,1,0
433-2007,67,0,0,0,92.2,63,213.2,69,9,11,7,1,2,0
370-3509,117,0,1,1.5G,137.2,76,234.5,66,23,4,17.9,5,1,0
403-7197,115,0,1,2G,152.4,82,168.9,129,18.4,8,15.9,1,1,0
354-3294,54,0,0,0,177.5,96,194.4,106,13,3,2.6,1,1,0
446-9566,89,1,0,0,198.7,76,282,96,36.9,17,16,6,2,0
429-6553,118,0,0,0,210.5,79,210.6,69,41.2,13,6.9,1,3,0
357-4731,111,0,0,0,128.6,44,212.4,91,9.2,9,11.9,3,3,1
402-6442,96,0,1,1G,124.7,45,161.9,60,12.1,6,16.1,2,0,0
357-7172,96,0,0,0,128.9,54,201.1,69,32,15,18,4,0,0
370-9795,158,0,0,0,141.6,55,96.8,65,47,17,4,1,2,0
426-7755,72,0,1,1.5G,202.4,74,206.9,97,21,14,17.7,3,0,0
378-3577,39,0,0,0,84.8,77,235.9,98,6.4,4,9.1,1,1,0
416-5213,119,0,1,1.5G,195,48,139,60,8,8,2.1,1,2,0
425-5477,52,0,0,0,210.7,81,159.2,128,19.8,5,9.7,2,2,0
441-8548,71,0,1,100M,92.4,59,201.4,93,14.4,5,20.6,3,2,0
382-6772,106,0,1,1G,240.3,66,198.9,49,12.4,8,11.7,1,0,0
430-4017,148,0,0,0,161.2,85,228.8,67,13.9,7,4.1,2,5,1
403-2222,178,0,0,0,198.7,44,239.8,99,23.1,12,2.8,3,1,0
399-9338,85,0,0,0,137.5,44,246.2,104,14.6,6,7.4,3,3,0
392-6299,177,0,0,0,226.6,89,151.8,122,2.8,1,0,0,1,0
384-5723,113,0,0,0,227.9,63,271.7,134,11.5,7,0,0,1,0
353-5008,105,0,0,0,154.6,53,211,91,16.2,11,16.9,3,3,0
383-3846,142,0,0,0,131.6,67,84.7,78,11.2,7,17.1,3,0,0
384-1027,13,0,0,0,230.3,63,206.3,66,33.5,9,10.5,1,1,0
420-7137,142,0,0,0,234.2,89,192.9,139,10.2,7,0,0,0,0
435-9162,43,1,1,1.5G,212.5,94,126.9,79,46.3,14,14.9,6,1,0
423-4800,61,0,0,0,125.3,86,196.3,79,13,8,0,0,2,0
371-5687,158,0,1,1G,226.1,83,188.2,92,14.7,6,8.9,5,0,0
440-8842,108,0,0,0,12.7,33,101.4,58,48.9,12,14.4,5,0,0
421-3863,98,0,0,0,217.2,70,208,108,61.6,16,16.8,1,1,1
364-4677,142,0,0,0,169.8,82,191.4,78,4.8,6,2,1,3,0
362-1992,66,0,0,0,200.1,95,212.5,70,8.5,2,7.3,1,0,0
392-8340,100,0,0,0,191.1,83,149,86,18.5,9,8.7,2,2,0
434-3487,125,0,0,0,168.2,48,230.7,107,1.4,8,12.6,4,1,1
362-2124,69,0,0,0,296.5,58,216.2,91,62.1,13,10.6,1,6,1
365-5392,140,0,1,500M,219,66,233.4,106,70.3,20,13.3,3,2,0
449-8847,100,0,0,0,195.4,81,170.1,130,4,3,6.1,1,1,0
401-4273,42,1,0,0,158.1,80,213.4,78,3.1,10,19.8,7,2,1
383-7891,65,0,0,0,147.4,75,191.1,103,19.5,5,17.5,5,1,0
428-1756,170,0,1,1G,268.5,98,205,82,5.4,8,13.1,4,1,0
434-1895,46,1,0,0,214,85,181.1,104,34.4,10,20.6,9,5,1
430-9810,54,0,0,0,167.7,94,134.4,89,13.8,9,6.4,1,1,0
353-7079,90,0,1,1G,128.6,55,162.9,69,25.3,6,0,0,3,0
381-4208,35,1,0,0,157,52,254.9,131,7.3,7,22,4,1,1
432-2167,155,0,0,0,195.5,72,206.8,92,10.4,8,7.4,2,1,0
417-9233,89,0,0,0,154,57,312.5,122,22.7,14,10.8,1,1,1
440-8564,66,0,0,0,107.3,46,157.7,84,3.7,2,16.9,4,3,0
403-4130,161,0,1,1G,243,57,164.8,98,19.9,5,22.5,9,1,0
390-2424,149,0,0,0,186.4,74,197,135,64.3,12,12.3,3,1,0
423-4532,150,0,1,500M,133.9,50,173.1,84,5.9,3,11.5,3,3,1
385-4414,120,0,1,2G,137.9,67,220.4,123,21.6,4,0,0,1,1
444-6189,134,0,0,0,215,74,193.3,89,21.1,13,17,6,1,0
403-3712,167,0,0,0,158.2,79,213,86,23.2,11,0.5,1,2,0
363-3698,116,0,1,1.5G,104.7,56,122.6,81,10.4,2,20.8,6,1,0
390-6613,100,0,0,0,132.8,21,105.3,92,26.5,12,6.2,1,3,0
439-7757,101,0,0,0,111.9,61,225.9,97,38.9,17,13.1,2,0,0
433-7066,142,0,0,0,176.3,78,196.7,58,5.1,2,3.2,2,1,0
412-1210,161,0,0,0,211.4,109,232.3,132,14.6,2,10.3,3,2,0
362-8887,160,0,0,0,168.3,49,155.1,79,10.3,7,13.1,3,3,0
394-5331,97,0,0,0,217.6,84,235.7,83,38.4,5,2.6,2,2,0
414-8396,69,0,0,0,172.8,73,231.6,112,21.6,5,10.1,4,1,1
380-1447,69,0,1,500M,242.8,83,201.6,121,4.7,8,9.9,2,1,0
370-4635,124,0,0,0,156.4,89,167,86,7.3,10,8.5,3,3,0
363-5240,39,0,1,500M,198.7,63,249.2,95,8.6,10,3,1,1,0
424-1048,92,0,0,0,174.8,96,227.6,90,19.4,8,16.7,5,2,0
435-4034,103,0,0,0,174.3,57,88.8,71,1.7,4,9.3,4,5,0
358-7726,161,0,1,1.5G,97.5,18,165.5,60,52.3,17,7.8,2,1,0
398-6147,93,0,1,1.5G,116.1,85,158.5,109,29.6,9,14.3,2,1,0
439-6694,81,0,0,0,192.5,61,169.1,57,29.3,9,9.3,1,1,0
428-9204,131,1,0,0,159.8,50,147.5,93,28.1,11,27.3,11,1,0
412-9026,81,0,0,0,213,81,158.2,110,4.8,9,18.9,3,0,0
398-8956,85,0,0,0,120.3,47,167.7,78,19.2,15,5.9,1,1,0
353-5828,89,0,1,500M,112.2,60,241.8,119,18.3,10,10.7,4,1,0
350-5663,145,0,0,0,87.8,22,154.6,72,44.8,13,10.7,3,0,0
393-5977,79,0,0,0,119.4,57,202,115,6.1,8,6.2,4,2,0
403-1300,87,0,1,250M,160.8,85,226.2,92,47.7,16,14.6,4,3,1
427-7591,114,0,0,0,227.3,57,172.1,96,19.4,11,5.4,1,0,1
369-6618,148,0,0,0,231.5,74,192.3,96,19.1,12,9.6,3,3,0
391-4357,127,0,0,0,156.3,59,202.3,88,29,13,0,0,0,0
381-6761,98,0,0,0,158,44,219,118,16.4,10,18.2,4,1,0
440-6581,91,0,0,0,168.2,57,169.6,83,3.9,5,17,6,1,0
434-9627,48,0,1,1G,192.9,75,192.1,84,29.1,11,7.8,1,1,0
351-8094,81,0,1,1.5G,258.8,106,206.6,136,28.1,15,16.8,4,5,1
397-5465,53,0,1,500M,126.3,47,184.3,107,12.3,7,7.5,2,4,0
371-6149,37,0,0,0,297.3,94,269.4,105,26.5,7,0,0,3,0
352-8129,110,0,0,0,113.1,67,148,65,15.9,8,1,3,2,0
441-7163,65,0,1,1.5G,149.7,63,208.7,88,14,13,10.8,2,1,0
393-8536,110,0,0,0,81.7,38,182.8,84,4.9,7,9.2,2,1,0
424-1053,98,0,0,0,177.8,84,226.6,110,7.6,5,13.5,4,0,0
433-6883,71,0,0,0,277.9,100,185.8,121,27.1,10,13.1,8,4,0
444-2594,116,0,0,0,218.2,99,172.5,88,13.4,1,12.6,3,2,0
429-9144,43,0,0,0,215.9,83,192.3,69,23,4,11.1,4,1,0
363-5424,70,0,0,0,148.4,69,152.8,75,18.2,14,7.5,3,5,0
421-3251,121,0,0,0,214,68,240.8,111,31.1,10,5.6,3,1,0
365-9716,90,0,0,0,219.4,68,216.5,74,12.8,4,8.8,4,1,0
428-1445,52,0,0,0,89.4,68,59,69,20.9,10,7.9,3,0,0
355-1941,39,0,1,500M,190,97,147.2,96,21.6,9,0,0,1,0
364-3238,91,1,0,0,103.5,51,190.4,115,38.9,16,19.4,7,2,1
373-7703,132,0,0,0,194.3,73,110.4,52,11.4,10,10.4,6,2,0
442-4424,72,0,0,0,224.2,68,281.8,75,10.6,1,10.8,2,0,0
399-8766,162,0,0,0,188.1,92,227.2,89,9,7,6.9,2,2,1
384-8146,83,0,0,0,175.8,39,186.8,97,6.9,6,11.2,2,0,0
431-1670,153,0,0,0,143.7,67,149.1,105,58.2,16,10.2,4,2,0
371-6131,113,0,0,0,210.9,51,238.6,114,23.9,11,1.7,1,3,0
439-1591,109,0,0,0,98.7,49,171.5,63,11.1,8,10.6,4,0,0
419-8522,91,0,0,0,173.1,84,199,79,18.4,7,13.2,3,1,0
365-9910,187,0,0,0,183.5,85,145.9,117,19.5,9,13.4,3,1,0
360-6210,122,0,0,0,72.6,75,144.5,61,29.9,11,2.2,3,0,0
391-6491,30,0,1,250M,181.8,93,164.7,67,25,4,8.8,3,1,0
408-5636,17,0,0,0,135.4,63,155.5,88,9.2,4,16.2,4,4,0
449-4784,68,0,0,0,96,40,170.1,88,34.7,9,7.5,1,0,0
406-2285,66,0,0,0,202.3,69,261.7,74,11.4,10,1.8,1,2,0
363-9097,58,0,1,1G,182.6,72,154.6,99,45.3,25,20.6,7,2,1
359-5055,69,0,0,0,79.1,54,55.3,80,27.8,6,9.4,4,1,0
437-3967,115,0,1,1.5G,106.8,45,126.6,89,15.7,4,8.1,2,2,0
396-3857,206,0,1,1.5G,136.5,66,231.7,93,11.9,6,12.9,3,0,0
418-6349,130,0,0,0,204.1,88,131.5,63,16.4,6,18.6,4,1,0
432-8467,65,1,0,0,254.9,103,254,104,37.2,10,21,6,3,1
384-4630,84,0,1,1G,108.2,97,200.3,76,3.8,6,8.5,2,2,0
430-2857,8,0,0,0,246.7,63,179,61,17.3,11,10.6,1,1,0
433-7260,78,0,1,100M,197.8,85,193,72,17.6,6,12.1,3,3,0
369-4793,141,0,0,0,211.5,52,231.9,120,0,0,8.4,1,1,0
367-6213,67,0,0,0,232.9,78,234,154,15.4,8,0,0,1,0
370-1634,72,0,0,0,224.3,115,192,97,53.7,17,13.9,3,1,1
431-2917,126,0,0,0,105.7,74,216.4,91,26.9,14,13.1,2,4,1
401-9412,136,0,1,2G,150.6,59,200.4,119,29.7,5,5.1,6,0,1
419-6466,94,0,0,0,70.5,33,132.5,113,25.9,15,22.8,9,2,0
420-9207,33,0,0,0,140.6,35,174.8,68,21,6,13.6,2,3,0
415-6098,67,0,1,1.5G,267.8,95,211,105,17.1,2,12.2,3,0,0
394-4177,51,0,0,0,144.8,71,207.9,107,17.6,6,18,5,1,0
381-2019,91,0,0,0,229.4,87,252.1,96,28.7,13,2,1,1,0
369-4368,56,0,0,0,188,66,273.7,160,11.4,11,8.4,3,1,0
420-4228,139,0,0,0,77.2,27,145.6,69,10.1,1,6.5,1,1,0
366-8478,126,0,0,0,171.4,56,139.5,72,41.4,13,2.6,1,2,1
388-9952,135,0,0,0,132.8,73,259.6,116,11.5,16,10.2,1,1,0
364-4394,95,0,1,500M,132.5,63,195.1,76,4.2,7,5,2,1,0
391-9861,122,0,1,1.5G,162.9,81,223.4,126,18.6,2,9.8,1,0,0
386-8088,126,1,1,1.5G,197.1,89,122.9,89,14.6,7,20.4,5,1,1
355-4211,162,0,1,1.5G,215.1,53,224.1,110,10,6,5.6,2,0,0
356-7306,83,0,0,0,253.4,80,328.3,101,8.4,5,8.6,1,1,0
431-3825,105,0,0,0,154.5,49,132.8,52,38.3,13,20.3,7,2,0
424-2326,154,0,0,0,270.4,104,204.5,78,53.6,14,7.9,2,1,0
354-4962,98,0,1,1G,210.4,63,203.7,108,30,14,7.4,1,1,0
357-1845,91,0,0,0,70.9,43,173.4,90,24.1,16,8.9,4,2,0
392-4949,36,0,0,0,164.1,64,189.4,88,14.4,11,9.2,1,0,0
375-5291,56,0,0,0,134.4,51,140.6,88,9.6,13,3.5,1,2,0
383-8630,65,0,0,0,209.3,94,195.1,140,9.2,1,14.8,4,0,0
357-8182,103,0,0,0,94.9,54,177,51,3.4,6,8.7,3,0,0
355-3569,87,0,1,1G,127.4,85,239.6,105,18,17,16.2,2,0,0
376-2804,137,0,0,0,188.8,103,146.7,87,16,4,26.1,8,3,0
405-2002,87,1,0,0,243.3,109,243.5,116,15.9,11,15.3,8,1,1
419-7310,66,0,0,0,97.1,41,111.8,92,36.6,14,13.9,3,3,0
386-5254,104,0,0,0,213,71,147.5,75,10.3,9,0,0,4,1
438-2224,59,0,0,0,145.4,79,145.4,77,10.8,10,11.3,3,2,0
436-7189,81,0,0,0,233.5,79,278.6,132,35.6,3,2.4,1,3,0
364-1560,88,0,0,0,31,40,114,67,9.4,7,8.1,5,1,0
403-7361,67,0,1,1G,264.2,119,184.8,70,3.2,4,10,2,3,0
416-7529,118,0,0,0,255.9,81,211,101,23,6,9.5,3,0,0
426-3587,62,0,1,1.5G,107.1,60,219.8,70,9.5,8,12.4,1,1,0
386-6556,126,0,0,0,133.8,67,191.2,114,14.3,3,16.7,6,2,0
442-6552,85,0,1,500M,187,77,167.4,88,11,1,0,0,1,0
414-2500,123,0,1,1.5G,172.4,80,145.3,91,22.1,19,18.1,4,2,0
391-8202,144,0,0,0,204.7,87,195.3,99,29.3,9,16.8,3,4,1
428-3407,82,0,0,0,239,93,250.9,103,33.3,6,16.7,3,2,1
377-9653,74,0,0,0,93.3,44,160.6,83,27.3,15,7.1,1,2,0
375-1349,125,0,0,0,235.3,66,207.5,73,13.9,5,19.2,4,2,1
421-6069,110,0,0,0,260.6,95,200.1,57,2.8,6,15.6,4,1,0
403-7588,148,0,0,0,241.3,69,169.3,102,22.2,4,3.8,1,3,0
395-5212,55,0,0,0,175.1,71,167,96,9.9,14,11.2,3,3,0
358-4774,100,0,0,0,295.3,125,258,123,16.8,6,4.5,2,0,0
423-2416,57,0,0,0,177.1,47,287.1,140,6.8,9,0,0,2,0
384-9456,133,0,0,0,175.4,78,166,72,43.2,13,18.9,4,0,0
411-1772,76,0,1,100M,241.3,91,252.1,121,15.2,3,2,2,2,0
381-9418,126,1,0,0,265.1,67,207.4,101,28.7,9,19.7,9,1,1
448-4348,42,1,1,1.5G,143.3,51,200.8,115,8.8,6,18.5,5,1,0
437-3066,42,0,0,0,66.6,57,149.1,56,28.6,15,16.4,3,1,0
364-5441,116,0,0,0,190.7,64,178.7,97,33.8,10,11.3,3,0,0
392-2639,102,0,0,0,153.4,77,125.4,95,25.8,10,12.8,7,3,0
420-9169,196,0,0,0,262.1,76,190.4,64,25.5,7,5.3,2,0,0
375-1140,70,0,0,0,95.6,57,205.8,120,3.3,9,8.6,3,1,0
397-7686,90,0,0,0,158.3,84,217.3,87,12.2,10,21.7,9,2,0
365-3687,111,0,1,1.5G,174.2,75,198.8,70,13.5,4,14.6,4,0,0
426-6949,153,0,0,0,103,58,100.7,65,14.9,5,12.6,4,1,0
399-6156,101,0,0,0,174,100,210.7,83,3.3,3,15.1,5,0,0
403-6913,135,0,1,500M,100.2,65,201,74,34.4,7,11.9,1,0,0
419-3506,125,0,0,0,231.7,82,197.5,141,0.5,8,0,0,1,0
445-8342,62,0,0,0,249.3,101,222.6,76,19.2,2,15.8,4,4,0
355-8705,54,1,0,0,280.8,73,178.5,122,4.1,4,22.9,6,1,1
371-3573,80,0,0,0,201,70,197.7,69,12,12,7.5,3,2,0
448-9916,82,0,0,0,250.3,72,279.9,105,19,13,2.9,3,0,0
376-4180,108,0,0,0,247.9,99,209,72,19.7,9,6.7,1,2,0
444-4801,86,0,1,1G,160.4,38,149.1,45,25.1,15,3.9,2,1,0
365-6439,139,1,0,0,246.4,92,280.2,73,62.3,19,34.4,9,2,1
398-4459,114,0,0,0,73.6,62,119.5,117,26.1,16,9.1,4,1,0
404-1400,38,0,1,1.5G,108.4,73,96.6,55,9.8,3,8,2,2,0
360-2942,104,0,0,0,61.9,45,144.3,85,13,4,0,0,2,1
415-4154,112,1,0,0,131.4,67,133,57,30.1,9,21.5,6,2,1
399-8717,68,0,1,1G,158.8,75,178.1,79,17.7,8,3.7,1,1,0
450-4826,52,0,0,0,144,57,207.1,88,10.7,9,12.5,3,0,0
431-3786,63,0,0,0,139.7,61,212.8,110,13.7,10,10.5,1,1,0
438-8379,104,0,0,0,46.2,60,117.1,114,8,9,16.6,5,1,0
432-1524,94,0,0,0,164.9,67,157.9,135,7.1,10,4.7,1,2,0
438-7715,207,0,0,0,192.7,60,199.5,106,13.2,1,5.1,2,1,0
355-2889,122,0,0,0,181.9,77,254.5,103,12.1,6,11.4,1,1,0
396-8240,145,0,0,0,234.4,76,243.1,74,31.5,6,5.8,2,2,0
367-7329,123,0,0,0,220,60,193.7,83,7.6,9,9.6,2,0,0
366-6643,77,0,0,0,189.5,75,178.6,106,6.3,4,5.1,1,1,0
437-6216,137,0,1,1.5G,214.2,79,218.9,110,14,9,13.3,4,0,0
436-2039,112,0,0,0,178.4,27,188.9,111,25.2,12,7.9,1,1,0
357-7417,77,0,0,0,208.1,101,227.1,118,2,7,11.2,5,0,0
355-3074,20,0,0,0,117.1,76,209.7,70,1.1,12,11.3,3,1,0
434-6676,124,0,0,0,192.5,84,220.6,70,19.4,13,0,0,0,0
423-3586,121,1,0,0,63.8,39,122.3,89,6,6,18.8,5,1,0
445-8027,136,0,0,0,188.1,77,131.5,73,8.4,9,15.6,6,2,1
400-9818,138,0,1,1G,182.9,66,135,93,1.3,10,3.1,1,1,0
448-7065,109,0,0,0,253.4,84,238.4,135,25.2,10,7.4,3,2,0
393-9632,107,0,1,1G,171.8,62,157.7,91,10.7,5,10.5,2,1,0
432-9196,155,0,0,0,138,68,143.9,100,37.3,16,10.7,1,2,0
398-6441,44,0,0,0,208.2,88,211.5,108,2,7,15.8,3,1,0
362-9227,114,0,1,1.5G,184,72,202.2,77,9.7,3,0,0,1,0
389-3561,113,0,1,1.5G,157,105,203.6,96,1.4,6,12.5,6,1,0
444-5596,78,0,0,0,149.4,56,104.3,55,2.1,3,19.7,7,1,0
408-5685,175,0,0,0,96.3,60,219.3,105,10.8,5,0,0,2,0
357-9548,76,0,0,0,138.1,66,208.3,96,12.7,11,7.7,2,2,0
400-4989,96,0,0,0,251.7,92,249.5,91,13.9,11,8.2,1,0,0
400-2484,40,0,1,1.5G,126.9,61,239,91,8,9,7.8,3,0,0
443-9535,89,1,0,0,185.1,63,232.1,68,11.7,8,26.1,9,0,1
372-3628,104,0,0,0,140.2,73,178.9,87,9.6,3,19.2,5,0,0
426-7175,91,0,1,100M,197.2,76,122.7,88,20.7,11,2.7,1,1,0
358-1696,64,0,0,0,133.7,46,162.8,74,16.3,10,0,0,1,0
405-6637,125,0,0,0,164,50,175,124,16.8,3,8.3,3,2,0
410-1159,133,0,1,1G,170,49,118.5,86,15.8,11,13.7,4,1,1
396-9682,143,0,0,0,121.2,58,202.3,94,14,7,13.5,2,0,0
373-9676,120,0,1,1.5G,126.5,75,208.7,106,34.6,14,14.6,8,2,0
433-4572,45,0,0,0,148.3,79,220.9,71,22.5,9,5.1,3,0,0
433-8623,112,0,1,1G,174.4,74,228.4,147,13.8,12,12.4,4,1,0
376-8632,160,0,0,0,163.8,83,141.4,62,23.3,5,16.2,3,2,0
370-7402,114,0,0,0,136.4,64,198.6,126,36.5,9,12.2,4,3,0
430-8035,93,0,1,250M,144.9,56,75.5,46,25.7,13,8.8,3,2,0
437-1020,87,0,0,0,161.1,58,290.6,103,30.5,11,15.1,3,2,0
354-6538,157,0,1,1G,260.1,72,242.8,110,27.4,8,12.8,1,1,0
355-9612,81,0,1,250M,248.6,94,237.2,95,13.7,11,15.4,6,3,1
441-2963,90,0,0,0,131.8,66,210.6,114,21.3,11,20.1,4,4,0
374-4754,86,0,0,0,192.6,55,141.3,65,7.4,12,6.5,5,0,0
400-6871,70,0,1,1G,209.1,98,227,90,10.6,9,2.3,1,0,0
435-1401,133,0,0,0,125.6,72,195.3,104,33.6,15,17,7,1,0
396-3819,71,0,0,0,164.3,79,186.3,78,54.7,16,0,0,3,0
418-7312,21,0,1,500M,149.1,88,137.2,65,18.8,7,10.8,3,0,0
371-9090,116,0,0,0,57.3,46,79.9,86,32.9,11,12.1,2,0,0
389-3090,117,0,1,250M,259.4,76,258.7,142,17.6,5,4.1,1,1,0
409-4076,60,0,1,2G,63.5,62,71.5,63,8.9,7,7.5,3,1,0
415-4698,110,0,0,0,176.8,89,132,118,31.9,4,6,1,2,0
448-8149,116,0,1,1G,68.1,68,202.3,57,50,14,6.8,3,1,0
381-1386,134,0,1,500M,180.1,76,93,51,25.8,14,0,0,3,0
355-1254,58,0,1,1G,111.7,74,183.3,125,41.7,17,6,2,1,0
356-3726,170,0,1,1.5G,280.7,71,203.5,72,28.2,13,0,0,2,0
404-5049,95,0,0,0,248.6,85,193.1,64,8.1,6,14.5,2,1,1
417-8197,58,0,0,0,134.8,93,138.8,86,40.8,8,22,6,0,0
377-9093,64,0,1,1.5G,261.1,81,154.1,83,9.6,5,14.6,2,1,0
443-5096,166,0,1,1G,143.7,69,180.4,104,31.8,14,8.1,3,2,1
435-8249,154,0,1,500M,216.4,105,215.3,79,16.6,8,9.7,2,2,0
390-5598,126,0,0,0,219.8,86,164.3,117,14.7,6,17.2,1,0,0
402-5512,27,0,0,0,159.6,76,113.3,83,8.4,7,0,0,0,0
435-5907,98,0,0,0,89.5,57,222.5,104,5.3,2,17.7,1,0,0
403-1793,124,0,0,0,137.9,43,150.5,102,3.6,2,0,0,1,0
433-5046,88,0,0,0,189.4,78,269.2,95,53.2,10,0.6,2,2,0
427-1144,104,0,0,0,145.8,80,164.8,127,14.7,5,12.3,1,2,0
370-7569,91,0,0,0,125.7,83,160,84,14.7,8,17.7,4,4,1
353-8052,37,0,1,1G,235.7,71,196.1,109,23.6,8,15.5,2,0,0
403-5082,115,0,1,500M,210.3,64,219,117,8.3,12,19,5,1,0
365-4129,87,1,1,1.5G,186.6,49,157,115,22.7,15,20.3,8,4,1
389-1790,122,0,0,0,193.5,70,194.5,83,1.2,9,17.4,5,0,0
417-1333,155,0,1,250M,238.3,71,247,96,34.5,14,8.4,3,0,0
429-4755,109,1,0,0,229.9,71,235,110,24.8,13,24.9,7,4,1
445-2040,53,0,0,0,146.1,65,181.4,99,31.6,5,0,0,0,0
414-3918,72,0,0,0,123.4,73,148.3,69,9.8,10,0,0,2,0
431-7906,85,1,1,1.5G,115.7,58,144.8,105,3.3,9,17.4,7,3,0
374-3887,112,0,0,0,222.8,65,193.7,114,28.4,14,7.1,2,0,0
429-3218,137,0,0,0,80.6,32,188.3,116,7.2,14,19.9,5,2,0
405-8707,122,0,1,1.5G,137.1,47,189.3,117,1.4,3,8.6,1,3,0
412-7613,162,1,0,0,115,54,216.1,83,29,6,25.7,9,0,0
367-6113,160,0,1,1.5G,236,93,164.6,62,11.6,5,16.5,5,1,1
392-5293,58,0,1,250M,148.6,39,161.1,70,15.1,7,21.4,8,1,0
414-6019,72,0,0,0,193.4,81,120.3,58,12.6,5,11.1,1,4,0
434-2264,130,0,0,0,156.8,100,225.9,91,25.8,16,10.2,1,0,0
354-2300,153,0,0,0,177.3,85,135,86,19.5,5,0,0,0,0
359-5133,37,0,0,0,115.4,58,222.7,138,22.8,12,9.4,3,1,0
374-1799,123,0,0,0,199.6,36,173.1,86,13.3,7,6.2,1,2,0
379-6826,112,1,0,0,177.3,76,192,118,16.6,9,15.7,9,1,1
363-4058,107,0,0,0,221,64,150,75,44,8,8.3,2,0,0
375-1773,179,0,0,0,156.4,70,170.8,98,11,12,15.3,5,2,0
351-9391,84,0,0,0,133.7,10,156,100,21,10,10.7,5,1,0
362-6031,140,0,0,0,189.3,81,259.3,125,6.2,3,11.9,2,0,0
376-2624,73,0,1,1G,97.4,38,129.7,79,51.1,16,13.6,4,2,0
419-2071,65,0,1,500M,201.7,86,180.2,78,14.9,2,9.6,1,2,1
444-6900,141,1,1,100M,186.5,93,266.8,103,29.6,15,19.8,9,1,0
409-1375,191,1,1,1.5G,192,66,254.9,102,4.6,3,17.8,7,0,1
370-7883,147,0,0,0,219.8,62,273,130,22.6,6,0,0,3,0
395-2445,99,0,0,0,289.2,99,304.2,107,25.1,12,13.9,4,3,0
370-8596,113,0,0,0,237.5,80,267.2,153,13.2,5,12.9,2,1,1
373-3851,82,0,0,0,142.3,62,233,52,13.1,8,10.9,3,1,0
437-1394,99,0,0,0,142.6,50,169.2,120,41,6,11.5,1,2,0
398-2691,91,0,0,0,113.2,76,194.2,87,21.9,6,12,3,2,0
386-5150,141,0,0,0,219.1,60,201.2,66,12.2,4,8.5,2,1,1
375-6388,31,0,1,1G,173.4,73,260.9,93,32.1,14,0.5,2,0,0
401-7493,84,1,1,1.5G,111,79,184.9,71,51.2,12,12,5,5,1
375-2592,87,0,1,1G,246.8,84,208.8,116,28.9,6,4.9,1,0,0
389-3054,63,0,0,0,169.4,65,245.2,102,2.5,6,13,3,0,0
385-8099,185,0,0,0,231,91,204.7,88,22,12,4.9,3,1,0
433-7075,121,0,0,0,112.8,56,51,62,19.8,18,5.4,1,1,0
350-5887,73,0,0,0,321,123,210.9,69,35.9,14,14.6,6,2,0
387-1367,136,0,1,1G,134,71,92.8,26,10.2,9,18,7,0,0
382-3273,79,0,0,0,67.6,38,152.1,126,21.9,7,8.9,4,2,1
394-6343,79,0,0,0,164,46,163,130,47.2,17,14,2,2,0
411-3815,86,0,1,1G,177.5,72,230.1,106,11.7,4,13,2,1,0
404-1833,113,0,0,0,157.5,90,183.7,127,8.6,2,6.9,2,1,0
373-7439,81,0,0,0,78.5,50,151.8,62,20.2,7,8.2,2,2,0
366-7355,124,0,0,0,223.2,109,265.8,112,19.1,5,11.3,2,1,1
352-5176,73,0,0,0,309.7,114,259.7,87,29.6,10,0.8,1,1,0
407-1478,200,0,0,0,134.2,27,299.7,116,25.8,9,14.6,2,0,1
393-2170,79,0,0,0,139.7,88,241,107,25.8,8,0,0,2,0
409-4526,75,0,0,0,287,93,217.1,76,8.8,2,15.7,4,1,0
413-5335,159,0,1,1G,154.9,69,145,77,19,6,22.2,6,0,0
368-7141,130,0,0,0,208.9,62,170.3,89,0,0,10.8,1,2,0
381-3458,32,0,0,0,243.6,93,197.7,91,7.6,7,0,0,4,1
445-3626,116,0,1,1.5G,70.9,52,188.1,119,31,9,7.6,3,2,0
359-9153,103,0,0,0,237.2,82,266,136,40.7,14,22.4,8,0,0
405-5413,86,0,1,1.5G,14.5,9,151.7,85,14.1,1,12,4,1,0
404-8981,97,0,0,0,165.6,86,204.5,121,46,15,7.9,1,1,0
398-3373,90,0,1,1G,213.3,107,244.8,126,12.6,6,3.7,1,0,0
424-9441,106,0,0,0,163.5,78,177.9,88,2.2,8,6.2,5,0,0
416-1891,64,0,0,0,210.3,64,257.1,90,7,11,7.7,2,0,0
366-9553,132,0,0,0,204.3,97,218.8,91,10.4,1,0,0,1,0
389-9727,95,0,0,0,216.2,90,260.1,122,24,4,4.5,1,4,0
381-7140,181,0,0,0,238.9,71,142.6,48,33,17,9.6,4,1,0
415-7720,148,0,0,0,114.9,57,203.1,132,11.7,17,12.3,2,0,0
401-7597,73,0,1,250M,238.5,74,132.8,95,39.3,13,0,0,2,1
427-8319,89,1,1,250M,127,52,140.6,66,23,8,13.1,6,0,0
365-1759,105,0,0,0,214.6,94,197.2,77,40.2,8,12.5,3,1,0
405-2013,99,1,0,0,235,90,227.9,109,51.8,20,21.9,6,2,1
418-2163,76,0,0,0,119.1,53,209.6,78,17.3,2,22.2,8,1,0
411-7294,76,0,0,0,283.7,85,259.2,75,38.8,20,8.1,1,2,0
398-6981,109,0,0,0,184.3,59,214,50,15.7,16,14.9,3,1,0
